Place,Reviewer Name,Reviewer Link,Reviewer Image,Rating,Date,Text,Photos,Likes Count
Kedarnath temple,Technical Arnab,https://www.google.com/maps/contrib/115636247096032039451/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWarMsp75M1Zln4IG0UlctgZg9nwH_GbVapdt7h0F08bFExIpbd=w36-h36-p-rp-mo-ba5-br100,5,a month ago,"Kedarnath is one of the twelve Jyotirlingas of Lord Shiva. All Hindus should visit Kedarnath at least once in their lifetime. The scenery of its journey is extraordinary and indescribable. Reaching here feels like heaven. If you want to live and feel heaven, you must come here.","https://lh5.googleusercontent.com/p/AF1QipOi3QmbYZu3mqvDkMNxm6J8kt--OGlHaSVu8nQt=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM7V9RQ1oFyq5H0jkJwq9Yyo9wtHcH4HM4T7qra=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO_aEXa4v1O1-oSjw-ZQsXF6Dg5-wJoe3GPq-f5=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOhew6XExxJyDkprAevN-XdxzqmTufZhURISiIG=w300-h225-p-k-no",0
Kedarnath temple,Satabdi Nath,https://www.google.com/maps/contrib/106400518447505348517/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXPKMM1y1xtlG_sDFeuaxlT_ETtPRMFaGOWGL298RNDLAbkSihI=w36-h36-p-rp-mo-ba5-br100,5,a month ago,"Kedarnath yatra was one of the most memorable trips of my lifetime. Being a Shivbhakt, anyone likes to visit Kedarnath at least once in a lifetime. It has different feelings. Altogether, only people who visit here will be able to relate it. It's probably one of the toughest is yatra, for the jyotirling, but you will be enjoying every second, every step towards the temple. We stayed in a tent over there for overnight, and in the morning, we started to line up for the darshan. Since we have been there in the peak hour, the line was very long, and we waited almost around six hours to reach the door of the temple. You'll feel that you're in a different world. The presence of the god you can fill in every corner of this place. The bhim shila behind the temper is really a miracle, which actually saved the temple from the huge disaster. As I always recommend, you should learn about the stories before you visit any of the spiritual places so that you will be able to relay the place more from your heart. This is one of the places where you can really connect with God. You will feel the presence of the god, in everywhere around and the mountains and especially the sunlight on the mountains, its mesmerizing.","https://lh5.googleusercontent.com/p/AF1QipMRLygjfic3VTcTIcEYM9Bh-yVGqkxLhRrSFd67=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMuc75zin4RPBctQZZcZ1NvomV3R5wFvUkXJFxn=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMfOrvO09fcuSeh1ULN9oMYhlpWT9KuofK2v909=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOgKAfXWOcyfeZZEc8vkgWueFcWXt-u79pWOjNq=w300-h225-p-k-no",0
Kedarnath temple,۷ıʂɧ۷ʝɛɛɬ ƙųɱąཞ,https://www.google.com/maps/contrib/103676034750632184866/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUIso56UU1mY6Wxo1BRiOqDzWos-lz8vxFHxnmo5FvadeInCqhD=w36-h36-p-rp-mo-ba3-br100,5,2 months ago,"One of the breath-taking pilgrimage places that fully portrays spirituality and fine features of nature is the Kedarnath Temple, located in the magnificent Himalayas. It itself is an adventure to get there, and stunning scenery and fresh mountain air make it a fantastic experience.

This temple is a shrine for Lord Shiva and has really beautiful architecture. The carvings are very beautiful, and quietness prevails at the temple. Early morning or in the evening is a good time to visit, as this timing attracts fewer crowds.

Facilities for pilgrims are fairly well maintained but a bit of experience with high altitude and unpredictable weather will be of help. Locals are friendly and will guide you properly while walking.

Overall, Kedarnath Temple is somewhere one must visit to realize spiritual solace or just to experience the grandeur of the Himalayas. All said, just make sure to plan your trip well.

Har Har Mahadev","https://lh5.googleusercontent.com/p/AF1QipPg74k2BjHM1tRdE9aoDNhs8dh2QcGGFOgp1tSi=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMd8Uy8rTDo6g6gVIEO0uAi-vUu4dMh2p-QxY2z=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOa9u-CARG2ZXkTS2wFWEayMeTTnxSmo7pBQdux=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOpL0MZJOOa4PQdTXB-gMuugI3cb8kdmCofLXPi=w300-h225-p-k-no",0
Kedarnath temple,SHIVAM SHARMA,https://www.google.com/maps/contrib/109077012811712436417/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWUvmACR9F_oMxjMnQk_QohpTq2wYhoyT-6Za7nabFdnvCAo42S=w36-h36-p-rp-mo-ba6-br100,5,2 months ago,"हर हर महादेव 🕉️🚩
The Kedarnath Temple, located in the Indian state of Uttarakhand, is one of the holiest Hindu shrines dedicated to Lord Shiva. It is situated at an elevation of about 3,583 meters (11,755 feet) in the Garhwal Himalayas, near the Mandakini River. The temple is one of the twelve Jyotirlingas, which are considered to be the most sacred abodes of Shiva.
हर हर महादेव 🕉️🚩
👉Char Dham Yatra:- Kedarnath is part of the Char Dham pilgrimage circuit, which includes Yamunotri, Gangotri, and Badrinath. This pilgrimage is highly revered among Hindus.
👉 Season:- The temple is typically open from late April (after Akshay Tritiya) until November, depending on the weather. The closing ceremony usually occurs on the day of Bhai Dooj in November.
हर हर महादेव 🕉️🚩
👉Trek:- The temple can be reached by a 16 km trek from Gaurikund, the nearest road access point. There are also ponies, palanquins, and helicopter services available for pilgrims.
👉 Festivals:- Major festivals celebrated at Kedarnath include Maha Shivaratri and the annual opening ceremony of the temple, attracting thousands of devotees.
हर हर महादेव 🕉️🚩
👉By Air:- The nearest airport is Jolly Grant Airport in Dehradun, approximately 238 km away. Helicopter services are available from Phata to Kedarnath.
👉By Train:- The nearest railway station is Rishikesh, around 215 km away. From Rishikesh, one can take a bus or taxi to Gaurikund.
👉By Road:- Gaurikund is well-connected by road to major cities in Uttarakhand.
हर हर महादेव 🕉️🚩
Recent Developments:-
👉Infrastructure Improvements:- The government has made efforts to improve infrastructure, including roads, accommodations, and medical facilities, especially after the devastating floods in 2013 that impacted the region significantly.
👉Environmental Concerns:- There are ongoing discussions about managing the ecological impact of the increasing number of pilgrims, with initiatives aimed at sustainable tourism and environmental conservation.
हर हर महादेव 🕉️🚩
👉Legend:- According to Hindu mythology, the Pandavas, after the Kurukshetra War, sought Lord Shiva's blessings to absolve their sins. Shiva, disguised as a bull, hid in Kedarnath. The bull's hump is believed to be the Kedarnath mountain, while other parts of the body are said to be located in other sacred places (e.g., the head in Pashupatinath, Nepal).
👉Adi Shankaracharya:- The temple is believed to have been established by Adi Shankaracharya in the 8th century to revive Hinduism. He is said to have meditated at Kedarnath and emphasized its importance.
हर हर महादेव 🕉️🚩

📍Give Thums up
👍 If you like this review","https://lh5.googleusercontent.com/p/AF1QipPu_vRo2TzLO7HMON-Nyx_OcmjO-aYepQ0mmtQX=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOxqEcv8BRxOsKiP2n_3h9kvfoPeFNALNxbWkRo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMK_lUzPM-SmU-bhd8NWG_wh5FZYlMnfnX_63U0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOWUecoxaXLo_5OEVCO_Rjzdd85ZN72s86C80FT=w300-h225-p-k-no",2
"A short hike to Doleshwor Mahadev temple, Bhaktapur",Amit Maskara,https://www.google.com/maps/contrib/107198172873531117127/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXj-5SJE-7WctDJKKguvCfQq0sthkKrVT9pL1lcH1o_kayEDX5F=w36-h36-p-rp-mo-ba3-br100,5,2 weeks ago,"Great temple of Mahadev. The shivaling at this temple is said to contain the head while Badrinath temple contains the Torso of Rudra avatar himself.
Don't forget to visit the Apna Sathi human shelter next to the temple and donate to them as you wish. They care for and heal the destitute and sick. Service to the needy is service to Mahadev.","https://lh5.googleusercontent.com/p/AF1QipMeVa2J0aMsNk-BLueypMRtIG5ksn__Gyc6qiRy=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOa_g5NrLINbZzUvjkhHtndgZGVwoQTJ2J8j0gx=w300-h450-p-k-no",0
"A short hike to Doleshwor Mahadev temple, Bhaktapur",Avishek Shrestha,https://www.google.com/maps/contrib/116447981359358419557/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVQZe7MR9_Y3vyIOyRBd2P8b22Iap-V76jpGtS74tuM-RomSa9m=w36-h36-p-rp-mo-ba6-br100,5,3 months ago,This holy jyotirling is the head of the kedarnath that is located in India. The temple of Lord Shiva has hills surrounding it. It is said that pandavas of Mahabharata tried to catch a bull but were only able to catch its tail and the head got separated. Pilgrims from all over Nepal and India come here to start their char dham and 12 jyotirlings. This place is the busiest around shrawan and teej.,"https://lh5.googleusercontent.com/p/AF1QipMIzQKdFLmTsl2Bo8KEBIyS085yyF8qEwBjx320=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPHmEOizYqPx2IvxS7D3F2wUwKxB4DC-i9RNSCn=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPRxBO--E1mO5JoqHhCAa0mYF3LRUiTuYcz1Lkf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOdoIsshOLW1CkDsUIS4-5xRGJD1TUzeKb3EQe1=w300-h225-p-k-no",0
"A short hike to Doleshwor Mahadev temple, Bhaktapur",Sampath D,https://www.google.com/maps/contrib/111041570123501979453/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJGdFPWwVKhoFeJfKCy0CxtQSv7FvuRCqALWAbzdX008koch_qL=w36-h36-p-rp-mo-ba5-br100,5,3 months ago,"We visited the Doleshwar Mahadev Temple in Bhaktapur, Nepal during our Kailash trip.  It is a sacred site for Hindus and is considered to be the head of the Kedarnath Temple in Uttarakhand, India.  Wonderful way to start our Kailash journey from here🙏","https://lh5.googleusercontent.com/p/AF1QipOtjr6CxvCjVbbenazahQuRKrtI1ieu7BMsBtrP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOj09Ln3ijtzFPEklsOUAf0gDgQhAuQnvl6OK-v=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPfOmoTu6ggA8JJSxw1in6S3_yTyDg3kZRAKRgJ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPJm_fh_zw6qKQFG99yK2Izq6qTMATcL6yxQWfK=w300-h225-p-k-no",1
"A short hike to Doleshwor Mahadev temple, Bhaktapur",Aviv Adhikari,https://www.google.com/maps/contrib/109355748105575043977/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWTBnWt-E7xYdYW202h_iRhWlrziHU5cFWETsdoNgxV9F1TGcON=w36-h36-p-rp-mo-ba5-br100,5,a week ago,"Considered as the head of the Great Lord Kedarnath, Doleshowar Mahadev is one of the holiest shiva pilgrim in the world. Located in outskirts of Bhaktapur, Doleshowr is a beutiful pagoda style temple decdicated to Lord Shiva.","https://lh5.googleusercontent.com/p/AF1QipOXANaHt7eEW92jNoBeYcUprQO9hBeoRDqz9l0e=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNOrmFelvBzWL5tKUXcDN-NPhMysPMeA0toJTLT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPcDW0nvWtBFWgY3W-0rjkDHUL2n4B9ks0q8auc=w300-h225-p-k-no",0
"A short hike to Doleshwor Mahadev temple, Bhaktapur",Dijesh Tandukar,https://www.google.com/maps/contrib/115788093042097107005/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVoDKnOYgVQfvmjwZarvHVf8fuvTE2MlPzaBaF7Ca8UN-AfE21Jdw=w36-h36-p-rp-mo-ba4-br100,5,4 months ago,"Been there for the first time today on the last monday of Shrawan. This place has a lot of importance historically and was filled woth devotees. Also, the surroundings of the temple periphery is simply great and could be a great place for getting away from the hustle and bustle of the city.","https://lh5.googleusercontent.com/p/AF1QipN2Wqs8tsP-DnTFSg1ek2Yx5wqCztdPA382ZjIb=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMSF1NLZVVhcGP4MekSxgQEmi4loegJBvUBiFxZ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN6rwqCBtmLyIMRBIbUISTzxYyGZsug15IOUVa6=w300-h225-p-k-no",1
"A short hike to Doleshwor Mahadev temple, Bhaktapur",Akash Prajapati,https://www.google.com/maps/contrib/106713251241426094934/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXx9xNSBLegSlBCxmaP1Yzo6atB4IlwAMNceu5Xqv1OSVu-bjRU=w36-h36-p-rp-mo-ba5-br100,5,9 months ago,Told to be the head of Lord Kedarnath this places carries historical importance and now they are improving and constructing new temples and facities around... Must visit at least once in lifetime. Not too far from the city and if u want to escape busy crowd it has fancy resort around too..,"https://lh5.googleusercontent.com/p/AF1QipMMvCaTpMnswmAatW8qcQxJoFLw-eG5WqIxOGu5=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMrebzZ0jUkFBeMRB8WvAkaJHnrBWy8peGZ6V7k=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMPfidiUFOokPn5qFiKSnqzztGidfSe_QLSjnik=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNhMRRMfeeLGX64n9ZpgAGeuJqjGoWJ436Fz6dU=w300-h225-p-k-no",0
"A short hike to Doleshwor Mahadev temple, Bhaktapur",Dheeraj Dheeraj,https://www.google.com/maps/contrib/109912793598690132943/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVVi2BX_oQmFamrLMdOPGCWEEAZ4stYI-YgqojGYjTTxiXs0F8w=w36-h36-p-rp-mo-ba6-br100,5,7 months ago,"Doleshwor Mahadeva (Nepali: डोलेश्वर महादेव) is a Hindu Temple of Lord Shiva located in Suryabinayak, south eastern part of Bhaktapur District, Nepal, and is believed to be the head part of Kedarnath temple located in Uttarakhand, India.

The Hindu activist Bharat Jangam had been researching and claiming that Doleshwar Mahadev is the head part of Kedarnath based on the surprising links between Kedarnath and Doleshwor. The Sculptures of Shive found in both shrines are 4,000 years old. Even a stone scripture found in Doleshwor was written in Sanskrit and Old Nepalese. The priests in both shrines are selected from India's southern states of Karnataka, Andhra Pradesh, Kerala and Tamil Nadu. Both priests affix the word ‘ling’ after their names to convey their proximity to the god as his worshipper and both temples have a cluster of five Shiva shrines. The main deity of both priests is Birbhadra, a companion of Shiva, according to Hindu scriptures.","https://lh5.googleusercontent.com/p/AF1QipN28rj--0N-2ESw0NKXY3jt_blm0AlgE4MaiSBw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNeoE0wQ25LxwGiFUnej2clIJcDiEtte5Tw__TF=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMIzegt0OBv8byLVbH4I4MLtATwqZ27CHvf_g0x=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM0lp1-8oSL7HDpMmYK7_l43D5CT_Tv-Qxfs_tA=w300-h225-p-k-no",2
"A short hike to Doleshwor Mahadev temple, Bhaktapur",Anitha Revankar,https://www.google.com/maps/contrib/117637059994005454365/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUVGkv2jnOXSTBAwAPgLd_MAiWHrIFElgNLLpzzrw-mDJ2ZTeDU=w36-h36-p-rp-mo-ba4-br100,5,8 months ago,"Doleshwor Mahadev Temple welcomes you with open arms, offering a sacred environment for self-reflection, devotion, and a deep connection with the divine. It possesses immense cultural and religious significance, which is deeply steeped in Hinduism's traditions and local culture. Its significance goes beyond its architectural beauty, making it a renowned site for both spiritual and cultural devotion.Doleshwor Mahadeva is a Hindu Temple of Lord Shiva located in Suryabinayak, south eastern part of Bhaktapur District, Nepal, and is believed to be the head part of Kedarnath temple located in Uttarakhand, India.","https://lh5.googleusercontent.com/p/AF1QipMnzij68lFAHghZRse8-lL9CWkvfP1rxBB9-F9M=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNKA1IeP7kxO_IZIgQNiabmm3ZrMt7lv4P8SBf2=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMHoMtihAO4Uftf3-__FbBMCbnmPZm1PHWSlYC4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPV0dOjCH8Ypt5tS6xQFE-0ZI1IvsN1Y0LLMOoz=w300-h225-p-k-no",1
Muktinath Temple,NABIN DEVKOTA,https://www.google.com/maps/contrib/105008530003288798431/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUB2Sp_k--YxBViLGqYsX82d31N67lUDuA6pug2DOyeccVtbCNV0Q=w36-h36-p-rp-mo-ba5-br100,5,a week ago,"Muktinath Temple in Nepal is a stunning pilgrimage site revered by both Hindus and Buddhists. Nestled in the Himalayas, it offers breathtaking views and a serene atmosphere. A must-visit for spiritual seekers!","https://lh5.googleusercontent.com/p/AF1QipOeZAtFUcDej6MrVjRaR5lu4kabsZF1psCxnjBl=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPZOeYVJFiZdaIkA1VdVtB1UQB1uFB4Y84QPRWp=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP1S3Zaz3W9iYLc5ch0PIdc5EulRtmXVnmmtoKt=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOn6ohKRrGMClfjB_Zfgzbesrp-fggjK6hQiCrx=w300-h225-p-k-no",0
Muktinath Temple,Dijesh Tandukar,https://www.google.com/maps/contrib/115788093042097107005/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVoDKnOYgVQfvmjwZarvHVf8fuvTE2MlPzaBaF7Ca8UN-AfE21Jdw=w36-h36-p-rp-mo-ba4-br100,5,3 weeks ago,"This temple is located in the mustang district of Nepal. This place holds a very religious value. The road condition currently has been improved a lot so travel here is not as hectic as it used to be which has shortened the overall travel by a day.
Located in a peaceful and scenic environment, it is a must go place for a religious and/or tourist destination.","https://lh5.googleusercontent.com/p/AF1QipN_WtPgqaVx8mN4nGM83NJ0yUIHROt-XUrw7Zvy=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP0yKZoMTShF-bWN521p84goLk_z-QLS4KzRCVe=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNuFb72xJzrRWGeigMXn42nb0KhnY31btDh9p3f=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPatad-0PxcRh0z7TGVLMXAcDOlA1EX0Q5V-DOk=w300-h225-p-k-no",0
Muktinath Temple,Larkin Crain,https://www.google.com/maps/contrib/100827150620940306167/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU_jCjPUWKV97aDZviJ07lSfccvBJEfohmLRYqf7r-X-VvAj5qtUw=w36-h36-p-rp-mo-ba8-br100,5,4 days ago,"The home of Vishnu, it is a beautiful area quite high in the mountains with 108 decorated taps surrounding a central temple. On the right there is also a statue of Buddha.","https://lh5.googleusercontent.com/p/AF1QipPQEk0_iS_jfeYJhrVzBAUgc_eVV7_zIROxbVpl=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMHztrhofhwGAIFonuOrAMpJqwMmzzhie1qKgPf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNY5vULwy8QTjsYGuBkVYhDMiyyv8vn-g-XLr3B=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP-1UlXJfKnz4v7_QK35hP9zY1VqP5Pc-VJqny7=w300-h225-p-k-no",0
