ID,Name,Latitude,Longitude,Country,City,Category,Description
614,Bhimsen Mandir Bhinddyolakshi,27.6738051274792,85.3251814283431,Nepal,Lalitpur, Religious Site,"At the northern edge of Patan Durbar Square, the stunning three-tiered Bhimsen Mandir Bhinddyolakshi temple rises majestically. Its grandeur is emphasized by a singular rectangular base. Two stone lions stand guard at the entrance, symbols of strength and protection. On the western wall, a beautiful colonnaded opening and a door await those seeking divine blessings.

The temple honors Bhimsen or Bhindya?, who is revered as the deity of trade among the Newars. The temple is honored as one of Patan Durbar Square's eight treasures. Lalitpur, famed for its fine arts, houses four main Bhimsen temples. Among these Bhimsen temples, the Bhinddyolakshi temple is considered the oldest one.  Each has its own story and importance, reflecting the lasting devotion to this revered deity.  

Along with its religious significance, the temple also reflects the fine artistry of the Newars. The surface view of the temple in itself is quite grand and easy to notice. However, inside the temple. various shrines of revered deities can be found. When you enter the temple, a stone staircase ascends towards a sanctum where Bhimasena's statue stands. Nearby, statues of Draupadi, Bhairava, and Kali add vibrancy to the temple's ambiance.

Most of the temple's origin s history remains veiled in mystery. Yet, some documentation tells of its reconstruction in 1682 by Shrinivas Malla, rising from the ashes of a fierce fire. Through tremors in 1934 and 1967, it endured a lot of damage yet stood resilient. Despite the scars of the 2015 quake, its doors reopened in 2022 after reconstruction in its ancient form.

Written/Compiled by: Apekshya Khanal

References:
Book published by Lalitpur Municipality Ward Number 12
"
615,Balkumari Mandir Chakrabahil,27.6709199585112,85.3249150514603,Nepal,Lalitpur, Religious Site,Balkumari Mandir Chakrabahil.
616,Mani Mandap,27.674595495425,85.3241621889174,Nepal,Lalitpur, Religious Site,Mani Mandap.
617,Balkumari Mandir,27.6720859323006,85.3355163149536,Nepal,Lalitpur, Religious Site,Balkumari Mandir.
618,Shakya Singh Bihar,27.6698668828247,85.3259304352105,Nepal,Lalitpur, Archaeological Site,"
Shakya Sinha Vihar is a Buddhist temple in Lalitpur, Bagmati Province. Shakya Sinha Vihar is situated nearby to the archaeological site Thapahiti Water spout and the place of worship Guji baha."
619,Ganesh Mandir Patan Dhoka,27.6371337908945,85.3280389867723,Nepal,Duniya Danda Chok, Religious Site,Ganesh Mandir Patan Dhoka.
620,Gajalakshmi Murti,27.678149018246,85.3307905979455,Nepal,Lalitpur, Monument,Gajalakshmi Murti.
621,Sundari Chowk,27.6727180885602,85.3251012973487,Nepal,Lalitpur Metropolitan City, Historical Ruins,"Sundari Chowk with an entrance guarded by the three impressive statues of Hindu deities Hanuman, Ganesh and Narsingha. It is one of the three main courtyards in Patan Durbar Square and is located south of its more famous neighbour, Mul Chowk. Relatively smaller than Mul Chowk, this area is arranged around a carved sunken water tank known as Tusha Hiti and has the Bhandarkhal water tank which was once the main supply tank royal palace.

Built in 1647, this Chowk had been under reconstruction as a part of the UNESCO World Heritage Site and the north, south and west wings here were near completion when Nepal was struck by a massive earthquake in 2015. It was however the east wing which was severely destroyed, owing to its old architecture. After restoration work which lasted for almost 3 years, Sundari Chowk was reopened in 2018 and made available for exhibitions and to the public."
622,Bhedetar Bazar,26.8718157654652,87.3263826034963,Nepal,Dharan, Tourist Attraction,"Bhedetar is not just a destination point but also a transit in Eastern Nepal. It acts as an escape from the baking sun in summer and extreme cold in winter and a transit point to journey into hilly regions. The bazaar of Bhedetar is full of agricultural products like chilly (akabare khorsani), tomatoes, oranges, and varieties of green leafy vegetables. The popular Dhankute biscuit and other local sweets are available in the bazaar that people take as souvenirs of Bhedetar. The bazaar has several teashops and restaurants which serve yummy thukpa (noodle soup) with pork sukuti (preserved meat)."
623,Chakrabarna Mahabihar,27.6734363490308,85.3213760443032,Nepal,Lalitpur, Archaeological Site,Chakrabarna Mahabihar
624,Bidhyadhari Debi Mandir,27.6692653840687,85.3274770639837,Nepal,Lalitpur, Religious Site,Bidhyadhari Debi Mandir
625,Bishnu Debi Mandir,27.7302183050422,85.3508977778256,Nepal,Budhanilkantha Municipality, Religious Site,"There is a temple of this Vaishnavi goddess in a small forest on the right side of the place called Yapa on the downhill road to Bhaisepati in Lalitpur district. The shadow of the tree covers the whole temple. The stones of these goddesses are on the ground. There are also idols of other deities nearby. There is also an idol of Garuna in front of the idol of Bhagwati which is the power of Vishnu. Regarding the origin of this goddess, Mananga fell in this place when Lord Shiva was carrying the dead body of Sati Devi. Therefore, this place is also considered as Shaktipith. Vaishnavi is one of the many powers of Lord Bishnu. According to the Markandeya Purana, Vaishnavi has four arms and in these hands she is a goddess with a conch shell, a mace and a lotus. Devotees throng the temple of this goddess on Saturdays, Tuesdays and on the great festival of Nepalis, Bijayadashami. This goddess is also considered as the goddess of magic."
626,Shree Bachha Mahabihar,27.6754295787565,85.319514926523,Nepal,Lalitpur, Archaeological Site,"Shree Bachha Mahabihar is a prominent Buddhist monastery located in Nepal. It holds significant religious and cultural importance for Buddhists in Nepal and around the world. The monastery serves as a center for Buddhist teachings, meditation practices, and community gatherings. It attracts pilgrims and visitors seeking spiritual guidance and enlightenment."
627,Kumari Ghar,27.6654081316171,85.319496486336,Nepal,Lalitpur, Historical Ruins,kumari ghar
628,Butwal Fulbari,27.7059067116519,83.4559803083539,Nepal,Butwal, Natural Landmark,Butwal fulbari
629,Swatha Narayan Mandir,27.6756331808084,85.3278622962534,Nepal,Lalitpur, Religious Site,"The Swatha Narayan Temple is renowned for its ancient architecture and religious significance. It features intricate carvings, sculptures, and inscriptions that depict various mythological scenes and deities from Hinduism. The temple's architecture reflects the rich artistic heritage of Nepal, blending traditional Newari styles with influences from Indian and Tibetan architectural traditions.

Devotees and visitors flock to the Swatha Narayan Temple to offer prayers and seek blessings from Lord Vishnu. The temple complex also includes smaller shrines dedicated to other Hindu deities, as well as courtyards where religious ceremonies and rituals take place.

The temple is surrounded by a peaceful and serene atmosphere, with lush greenery and panoramic views of the Kathmandu Valley. From the temple's elevated position, visitors can enjoy breathtaking vistas of the cityscape, including the nearby Swayambhunath Stupa, also known as the Monkey Temple, which is another iconic religious site in Kathmandu."
630,Ashok Stupa Lagankhel,27.6650128595429,85.3233950771391,Nepal,Lalitpur, Archaeological Site,"Among the four Stupas of Patan, the southern mound is known as Lagan Khel Stupa or Lagan Thura Stupa. It is the largest among the four, measuring 47.40 meters in diameter and 11.80 meters in height. The mound is crowned by a recent structure, a miniature cenotaph added on the top. The shrines of Tathagatas were presumable added in 1878; even as others were added to the eastern mound in 1846.An inscription tells us that on the western Stupa the Tathagatas were already in place by 1455."
631, Sikali Mandir,27.6435353204397,85.2855021692812,Nepal,Lalitpur, Religious Site,"Sikali Temple lies in the southern part of Kathmandu Valley at an approximate distance of 10 KM. The temple is located in an isolated place, outside of the main settlements, but the surrounding is heavenly.

Sikali Mai Temple is a huge Three-storey temple, where goddess Rudrayani is worshipped and is considered as the protector of the locals and localities.

It is also believed that once Sikhi Buddha had come and taught Dhamma for locals."
632,Manakamana Mandir,27.6196714469135,85.3005141578615,Nepal,Duniya Danda Chok, Religious Site,manakamana mandir
633,Pakadi Tree,27.6493107906057,83.5702169314027,Nepal,Devdaha, Natural Landmark,"The famous pakari plant in Devdah Municipality Ward No. 9 of Rupandehi District. This plant is called Pakad or Falaksha. Its scientific name is Ficus benjamina. This very beautiful and attractive pakari plant is also considered to be a buddhakalin plant. Because it is believed that Gautama Buddha also performed penance sitting under this tree. This pakari plant in the middle of the field has 7 levels. Its estimated circumference is 82 feet and height is 96 feet. Its branches spread all around, forming a circle of about 500 square feet. It is also the official tree of Bangkok. It is surrounded by walls on all sides for the protection of this tree. After entering from the entrance, this very wide tree is very amazing. Its branches are very thick and green leaves are visible from the roots. Surprisingly, its leaves are green throughout the year, the leaves never dry up. Crows, black kite and vultures never live in this pakari's bot. No nest of birds can be seen in this tree. Elephants will never go near this tree. If there is any kind of damage to this tree, it is considered unlucky, so no one dares to cut its branches. According to the locals, this plant is considered to be a tree for the Buddha, so local and foreign Buddhists come here and perform chanting, worship and recitation. Besides, there is a crowd of people who come to see this pakari tree every day. This tree is considered to be the biggest tree in Nepal, but this tree is also said to be the biggest tree in Asia. After this tree became famous, now the name of this place also remained Pakari. Koliya Nagar i.e. Devdaha is about 5 minutes away from Devdaha, the ancient place of mother and father-in-law of Gautama Buddha, and it is 2 km away from East-West highway located in Devdaha municipality.


REFERENCE: https://commons.wikimedia.org/wiki/File:Pakari_Tree_(Ficus_benjamina)_Buddha_Tree_Pakari_Devadaha_Rupendehi_District_Nepal_Rajesh_Dhungana_(12).jpg"
